brand,jenis_mobil,tahun_kendaraan,warna,transmisi,kilometer,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,harga
Suzuki,Hatchback,2018,Abu-abu,Manual,37500,1373,Pertamax,Complete Built Up (CBU),5,5,149000000
Mitsubishi,SUV,2018,Hitam,Automatic,97500,2442,Solar,Complete Knock Down (CKD),7,5,380000000
Daihatsu,MPV,2022,Hitam,Manual,12500,1197,Pertamax,Complete Knock Down (CKD),7,5,124000000
BMW,Sedan,2019,Abu-abu,Automatic,35000,1998,Pertamax,Complete Knock Down (CKD),5,4,774000000
Lexus,SUV,2008,Hitam,Automatic,115000,5663,Pertamax,Complete Built Up (CBU),8,5,811000000
Toyota,MPV,2019,Putih,Automatic,47500,1197,Pertamax,Complete Knock Down (CKD),7,5,137500000
Honda,SUV,2021,Abu-abu,Automatic,17500,1497,Pertamax,Complete Knock Down (CKD),7,5,200000000
Honda,Hatchback,2019,Abu-abu,Automatic,47500,1497,Pertamax,Complete Knock Down (CKD),5,5,228000000
Toyota,Wagon,2022,Putih,Automatic,7500,1987,Pertamax,Complete Knock Down (CKD),7,5,534000000
Hyundai,Wagon,2022,Merah,Automatic,12500,1999,Pertamax,Complete Built Up (CBU),5,5,422000000
Toyota,SUV,2020,Putih,Automatic,52500,2393,Solar,Complete Knock Down (CKD),7,5,469000000
Hyundai,Wagon,2022,Abu-abu,Automatic,7500,1999,Pertamax,Complete Built Up (CBU),5,5,422000000
Mitsubishi,Wagon,2021,Putih,Automatic,42500,1499,Pertamax,Complete Knock Down (CKD),7,5,250000000
Honda,MPV,2013,Abu-abu,Automatic,127500,1497,Pertamax,Complete Knock Down (CKD),7,5,150000000
Honda,Hatchback,2016,Hitam,Automatic,97500,1497,Pertamax,Complete Knock Down (CKD),5,5,185000000
Nissan,MPV,2017,Abu-abu,Automatic,62500,1498,Pertamax,Complete Knock Down (CKD),7,5,131000000
Suzuki,Pick-up,2022,Putih,Manual,12500,1462,Pertamax,Complete Knock Down (CKD),3,2,135000000
Toyota,MPV,2013,Putih,Automatic,77500,2362,Pertamax,Complete Built Up (CBU),7,5,345000000
Nissan,SUV,2015,Abu-abu,Automatic,92500,2488,Pertamax,Complete Knock Down (CKD),7,5,185000000
Toyota,MPV,2022,Hitam,Automatic,12500,1197,Pertamax,Complete Knock Down (CKD),7,5,145000000
Toyota,MPV,2021,Hitam,Automatic,12500,1998,Pertamax,Complete Knock Down (CKD),8,5,290000000
Mitsubishi,SUV,2016,Hitam,Automatic,62500,2442,Solar,Complete Built Up (CBU),7,5,349000000
Daihatsu,MPV,2018,Hitam,Manual,82500,1329,Pertamax,Complete Knock Down (CKD),7,5,134000000
Honda,SUV,2013,Putih,Automatic,102500,2354,Pertamax,Complete Knock Down (CKD),5,5,179000000
Toyota,Sedan,2019,Hitam,Automatic,67500,1798,Pertamax,Complete Built Up (CBU),5,4,300000000
Daihatsu,MPV,2017,Abu-abu,Manual,27500,1197,Pertamax,Complete Knock Down (CKD),7,5,102000000
Honda,Hatchback,2013,Putih,Automatic,97500,1496,Pertamax,Complete Knock Down (CKD),5,5,147000000
Honda,Hatchback,2021,Abu-abu,Automatic,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,140000000
Toyota,MPV,2010,Abu-abu,Automatic,152500,1298,Pertamax,Complete Knock Down (CKD),7,5,95000000
Toyota,MPV,2018,Putih,Automatic,32500,2393,Solar,Complete Knock Down (CKD),8,5,295000000
Honda,Hatchback,2017,Abu-abu,Automatic,12500,1498,Pertamax,Complete Built Up (CBU),5,5,349000000
Honda,SUV,2012,Coklat,Automatic,188000,2354,Pertamax,Complete Knock Down (CKD),5,5,162500000
Honda,SUV,2021,Putih,Automatic,27500,1498,Pertamax,Complete Knock Down (CKD),7,5,459900000
Mitsubishi,SUV,2019,Hitam,Automatic,77500,2442,Solar,Complete Knock Down (CKD),7,5,427000000
Honda,SUV,2018,Hijau,Automatic,52500,1498,Pertamax,Complete Knock Down (CKD),7,5,369000000
Toyota,SUV,2021,Coklat,Automatic,30000,2393,Solar,Complete Knock Down (CKD),7,5,425000000
Honda,SUV,2016,Abu-abu,Automatic,27500,1799,Pertamax,Complete Knock Down (CKD),5,5,247500000
Suzuki,MPV,2013,Putih,Manual,72500,1373,Pertamax,Complete Knock Down (CKD),7,5,109000000
Toyota,MPV,2022,Abu-abu,Manual,12500,1197,Pertamax,Complete Knock Down (CKD),7,5,142000000
Honda,Hatchback,2018,Putih,Manual,42500,1199,Pertamax,Complete Knock Down (CKD),5,5,123000000
Toyota,Wagon,2014,Putih,Automatic,77500,2362,Pertamax,Complete Built Up (CBU),7,5,389000000
Suzuki,Van,2013,Hitam,Manual,132500,1493,Pertamax,Complete Knock Down (CKD),8,5,85000000
Suzuki,Van,2015,Silver,Manual,122500,1493,Pertamax,Complete Knock Down (CKD),8,5,97000000
Mercedes-Benz,Sedan,2018,Putih,Automatic,27500,1991,Pertamax,Complete Knock Down (CKD),5,4,564000000
Nissan,MPV,2012,Putih,Automatic,97500,1498,Pertamax,Complete Knock Down (CKD),7,5,92000000
Toyota,SUV,2020,Hitam,Manual,35000,1496,Pertamax,Complete Knock Down (CKD),7,5,235000000
Honda,SUV,2020,Merah,Automatic,42500,1498,Pertamax,Complete Knock Down (CKD),7,5,399000000
Suzuki,Wagon,2023,Coklat,Automatic,2500,1462,Pertamax,Complete Built Up (CBU),7,5,239000000
Honda,SUV,2018,Silver,Automatic,57500,1497,Pertamax,Complete Knock Down (CKD),5,5,235000000
Nissan,SUV,2015,Silver,Automatic,112500,2488,Pertamax,Complete Knock Down (CKD),7,5,185000000
Toyota,MPV,2010,Abu-abu,Automatic,92500,1298,Pertamax,Complete Knock Down (CKD),7,5,95000000
Toyota,MPV,2019,Hitam,Manual,52500,1496,Pertamax,Complete Knock Down (CKD),7,5,164000000
Lexus,SUV,2019,Hitam,Automatic,52500,1998,Pertamax,Complete Built Up (CBU),5,5,880000000
Honda,Hatchback,2017,Putih,Automatic,57500,1199,Pertamax,Complete Knock Down (CKD),5,5,122000000
BMW,SUV,2021,Putih,Automatic,17500,1991,Pertamax,Complete Knock Down (CKD),5,5,899000000
Mercedes-Benz,Sedan,2019,Hitam,Automatic,12500,1991,Pertamax,Complete Built Up (CBU),5,4,785000000
Toyota,MPV,2023,Putih,Automatic,2500,2494,Pertamax,Complete Built Up (CBU),7,5,1225000000
Honda,SUV,2017,Abu-abu,Automatic,57500,1498,Pertamax,Complete Knock Down (CKD),7,5,345000000
Nissan,SUV,2013,Putih,Automatic,122500,1498,Pertamax,Complete Knock Down (CKD),5,5,120000000
Honda,Hatchback,2019,Abu-abu,Automatic,17500,1199,Pertamax,Complete Knock Down (CKD),5,5,130000000
Mercedes-Benz,Coupe,2017,Silver,Automatic,12500,1991,Pertamax,Complete Built Up (CBU),4,2,570000000
Mercedes-Benz,SUV,2016,Hitam,Automatic,32500,1595,Pertamax,Complete Built Up (CBU),5,5,380000000
Toyota,MPV,2019,Silver,Automatic,72500,1998,Pertamax,Complete Knock Down (CKD),8,5,275000000
BMW,Sedan,2017,Abu-abu,Automatic,37500,1995,Solar,Complete Knock Down (CKD),5,4,550000000
BMW,Sedan,2019,Hitam,Automatic,22500,1998,Pertamax,Complete Knock Down (CKD),5,4,599000000
BMW,SUV,2019,Putih,Automatic,37500,1499,Pertamax,Complete Knock Down (CKD),5,5,470000000
Mazda,Hatchback,2021,Merah,Automatic,2500,1496,Pertamax,Complete Built Up (CBU),5,5,261000000
Mitsubishi,Pick-up,2020,Abu-abu,Automatic,2500,2442,Solar,Complete Built Up (CBU),5,4,460000000
Lexus,Sedan,2022,Hitam,Automatic,2500,2487,Pertamax,Complete Built Up (CBU),5,4,995000000
Toyota,MPV,2022,Hitam,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,219000000
Honda,Hatchback,2022,Hitam,Automatic,27000,1199,Pertamax,Complete Knock Down (CKD),5,5,191000000
Mazda,SUV,2013,Merah,Automatic,92500,1998,Pertamax,Complete Built Up (CBU),5,5,160000000
Toyota,Wagon,2022,Silver,Automatic,13000,1496,Pertamax,Complete Knock Down (CKD),7,5,252000000
Toyota,Hatchback,2017,Abu-abu,Automatic,87500,1197,Pertamax,Complete Knock Down (CKD),5,5,112000000
Mazda,Hatchback,2019,Hitam,Automatic,22500,1496,Pertamax,Complete Built Up (CBU),5,5,195000000
Volkswagen,SUV,2020,Hitam,Automatic,27500,1395,Pertamax,Semi Knock Down (SKD),7,5,368000000
Toyota,Hatchback,2017,Hitam,Automatic,5000,998,Pertamax,Complete Knock Down (CKD),5,5,114000000
Toyota,MPV,2013,Hitam,Automatic,107500,1496,Pertamax,Complete Knock Down (CKD),7,5,117000000
Isuzu,Pick-up,2018,Putih,Manual,82500,2499,Solar,Complete Knock Down (CKD),3,2,180000000
Mitsubishi,SUV,2013,Putih,Manual,5000,2477,Solar,Complete Built Up (CBU),7,5,256000000
Honda,SUV,2019,Putih,Automatic,32500,1498,Pertamax,Complete Knock Down (CKD),7,5,405000000
Daihatsu,MPV,2021,Silver,Manual,25000,998,Pertamax,Complete Knock Down (CKD),7,5,117000000
Honda,SUV,2019,Hitam,Automatic,42500,1497,Pertamax,Complete Knock Down (CKD),5,5,240000000
Honda,SUV,2022,Putih,Automatic,7500,1498,Pertamax,Complete Knock Down (CKD),7,5,245000000
Honda,Hatchback,2021,Kuning,Automatic,42500,1199,Pertamax,Complete Knock Down (CKD),5,5,175000000
Suzuki,Hatchback,2008,Biru,Automatic,117500,1490,Pertamax,Complete Knock Down (CKD),5,5,75000000
Toyota,Hatchback,2021,Putih,Automatic,37500,1496,Pertamax,Complete Knock Down (CKD),5,5,220000000
Honda,SUV,2020,Putih,Automatic,37500,1497,Pertamax,Complete Knock Down (CKD),7,5,190000000
Toyota,MPV,2019,Abu-abu,Automatic,17500,1998,Pertamax,Complete Knock Down (CKD),8,5,270000000
Honda,SUV,2017,Silver,Automatic,92500,1497,Pertamax,Complete Knock Down (CKD),5,5,180000000
Toyota,Wagon,2018,Hitam,Automatic,47500,1986,Pertamax,Complete Built Up (CBU),7,5,355000000
Honda,SUV,2019,Hitam,Automatic,42500,1497,Pertamax,Complete Knock Down (CKD),5,5,238000000
Nissan,Wagon,2021,Putih,Manual,22500,999,Pertamax,Complete Built Up (CBU),5,5,185000000
Suzuki,Wagon,2023,Lainnya,Automatic,2500,1462,Pertamax,Complete Built Up (CBU),7,5,239000000
Nissan,Wagon,2020,Putih,Automatic,42500,1499,Pertamax,Complete Knock Down (CKD),7,5,189000000
Suzuki,Wagon,2020,Hitam,Automatic,12500,1462,Pertamax,Complete Built Up (CBU),4,3,450000000
Honda,SUV,2018,Hitam,Automatic,42500,1498,Pertamax,Complete Knock Down (CKD),7,5,380000000
Toyota,MPV,2009,Abu-abu,Manual,197500,1495,Pertamax,Complete Knock Down (CKD),7,5,89000000
Mitsubishi,Wagon,2019,Marun,Automatic,57500,1499,Pertamax,Complete Knock Down (CKD),7,5,180000000
Honda,Sedan,2020,Putih,Automatic,17500,1497,Pertamax,Complete Built Up (CBU),5,5,199000000
Honda,SUV,2022,Hitam,Automatic,7500,1498,Pertamax,Complete Knock Down (CKD),5,5,415000000
Toyota,Wagon,2020,Hitam,Automatic,42500,1986,Pertamax,Complete Built Up (CBU),7,5,380000000
Toyota,Wagon,2022,Putih,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,230000000
Suzuki,MPV,2021,Putih,Automatic,32500,1462,Pertamax,Complete Knock Down (CKD),7,5,180000000
BMW,SUV,2021,Abu-abu,Automatic,7500,1998,Pertamax,Complete Knock Down (CKD),5,5,855000000
BMW,SUV,2019,Putih,Automatic,27500,1499,Pertamax,Complete Knock Down (CKD),5,5,448000000
Mercedes-Benz,SUV,2015,Putih,Automatic,52500,1595,Pertamax,Complete Built Up (CBU),5,5,319000000
Mercedes-Benz,Sedan,2022,Hitam,Automatic,5000,1991,Pertamax,Complete Knock Down (CKD),5,4,935000000
Honda,SUV,2021,Putih,Automatic,42500,1498,Pertamax,Complete Knock Down (CKD),7,5,428000000
BMW,SUV,2020,Hitam,Automatic,22500,1499,Pertamax,Complete Knock Down (CKD),5,5,525000000
Honda,Hatchback,2019,Putih,Manual,5000,1199,Pertamax,Complete Knock Down (CKD),5,5,151000000
Toyota,Wagon,2016,Putih,Automatic,87500,2493,Pertamax,Complete Built Up (CBU),7,5,695000000
Mazda,Wagon,2023,Hitam,Automatic,12500,1496,Pertamax,Complete Built Up (CBU),5,5,299000000
Mazda,Sedan,2020,Abu-abu,Automatic,17500,1998,Pertamax,Complete Built Up (CBU),5,4,399000000
Honda,Hatchback,2017,Hitam,Automatic,57500,1498,Pertamax,Complete Built Up (CBU),5,5,296000000
Toyota,SUV,2019,Hitam,Automatic,27500,2393,Solar,Complete Knock Down (CKD),7,5,390000000
Honda,SUV,2019,Putih,Automatic,32500,1497,Pertamax,Complete Knock Down (CKD),5,5,240000000
Honda,SUV,2019,Putih,Automatic,27500,1498,Pertamax,Complete Knock Down (CKD),7,5,370000000
Toyota,MPV,2017,Abu-abu,Automatic,62500,1998,Pertamax,Complete Knock Down (CKD),8,5,220000000
Honda,SUV,2011,Coklat,Automatic,87500,2354,Pertamax,Complete Knock Down (CKD),5,5,128000000
Honda,Hatchback,2017,Marun,Manual,42500,1199,Pertamax,Complete Knock Down (CKD),5,5,115000000
Toyota,Hatchback,2015,Merah,Automatic,62500,998,Pertamax,Complete Knock Down (CKD),5,5,80000000
Honda,Hatchback,2018,Merah,Automatic,37500,1199,Pertamax,Complete Knock Down (CKD),5,5,115000000
Suzuki,MPV,2019,Hitam,Automatic,72500,1462,Pertamax,Complete Knock Down (CKD),7,5,165000000
Mercedes-Benz,SUV,2014,Hitam,Automatic,47500,1595,Pertamax,Complete Built Up (CBU),5,5,350000000
Toyota,MPV,2018,Putih,Automatic,67500,1329,Pertamax,Complete Knock Down (CKD),7,5,145000000
BMW,SUV,2020,Putih,Automatic,37500,1499,Pertamax,Complete Knock Down (CKD),5,5,498000000
Toyota,Wagon,2019,Hitam,Automatic,57500,2494,Pertamax,Complete Built Up (CBU),7,5,895000000
Mercedes-Benz,Coupe,2019,Putih,Automatic,22500,1991,Pertamax,Complete Built Up (CBU),4,4,1150000000
Mercedes-Benz,Sedan,2019,Hitam,Automatic,22500,2999,Pertamax,Complete Built Up (CBU),5,4,1550000000
Land Rover,Wagon,2018,Hitam,Automatic,22500,2995,Pertamax,Complete Built Up (CBU),5,5,1650000000
Mazda,SUV,2019,Hitam,Automatic,22500,2488,Pertamax,Complete Built Up (CBU),5,5,337000000
Mitsubishi,Wagon,2020,Silver,Manual,47500,1499,Pertamax,Complete Knock Down (CKD),7,5,209000000
Toyota,MPV,2018,Abu-abu,Automatic,67500,1998,Pertamax,Complete Knock Down (CKD),8,5,249000000
Honda,SUV,2015,Hitam,Automatic,57500,1799,Pertamax,Complete Knock Down (CKD),5,5,242000000
Nissan,MPV,2013,Hitam,Automatic,98355,1498,Pertamax,Complete Knock Down (CKD),7,5,107000000
Daihatsu,SUV,2012,Silver,Manual,142500,1495,Pertamax,Complete Knock Down (CKD),7,5,99000000
Suzuki,MPV,2013,Abu-abu,Automatic,137500,1373,Pertamax,Complete Knock Down (CKD),7,5,135000000
Daihatsu,Hatchback,2021,Putih,Automatic,37500,1329,Pertamax,Complete Built Up (CBU),5,5,176000000
Toyota,MPV,2022,Silver,Automatic,32500,2393,Solar,Complete Knock Down (CKD),8,5,359000000
Nissan,MPV,2013,Hitam,Automatic,97500,1498,Pertamax,Complete Knock Down (CKD),7,5,109000000
Honda,Hatchback,2019,Merah,Automatic,37500,1199,Pertamax,Complete Knock Down (CKD),5,5,158000000
Suzuki,Hatchback,2019,Merah,Automatic,32500,1373,Pertamax,Complete Built Up (CBU),5,5,185000000
Toyota,Hatchback,2022,Silver,Manual,2500,1197,Pertamax,Complete Knock Down (CKD),5,5,157000000
Daihatsu,MPV,2022,Putih,Manual,17500,1329,Pertamax,Complete Knock Down (CKD),7,5,197000000
Honda,SUV,2011,Hitam,Automatic,112500,2354,Pertamax,Complete Knock Down (CKD),5,5,142000000
Daihatsu,Hatchback,2023,Silver,Manual,7500,998,Pertamax,Complete Knock Down (CKD),5,5,90000000
Daihatsu,MPV,2013,Putih,Manual,62500,1298,Pertamax,Complete Knock Down (CKD),7,5,147000000
Toyota,MPV,2012,Hitam,Automatic,75000,2362,Pertamax,Complete Built Up (CBU),7,5,313000000
Toyota,Sedan,2005,Hitam,Manual,269000,2362,Pertamax,Complete Knock Down (CKD),5,4,73000000
Honda,SUV,2019,Putih,Automatic,42500,1498,Pertamax,Complete Knock Down (CKD),7,5,382000000
Honda,Hatchback,2021,Hitam,Automatic,27500,1498,Pertamax,Complete Knock Down (CKD),5,5,242000000
Toyota,Wagon,2019,Hitam,Automatic,62500,2494,Pertamax,Complete Built Up (CBU),7,5,887000000
Suzuki,Hatchback,2019,Merah,Automatic,52500,1373,Pertamax,Complete Built Up (CBU),5,5,167000000
Toyota,SUV,2017,Hitam,Automatic,77500,2393,Solar,Complete Knock Down (CKD),7,5,335000000
Toyota,Wagon,2016,Putih,Automatic,88000,2493,Pertamax,Complete Built Up (CBU),7,5,675000000
Toyota,MPV,2023,Hitam,Automatic,100,2487,Pertamax,Complete Built Up (CBU),7,5,1795000000
Honda,SUV,2018,Hitam,Automatic,92500,1497,Pertamax,Complete Knock Down (CKD),5,5,250000000
Nissan,SUV,2016,Hitam,Automatic,87500,2488,Pertamax,Complete Knock Down (CKD),7,5,202000000
Lexus,SUV,2017,Hitam,Automatic,57500,1998,Pertamax,Complete Built Up (CBU),5,5,777000000
Suzuki,Wagon,2022,Orange,Manual,27500,1462,Pertamax,Complete Knock Down (CKD),7,5,208000000
Mercedes-Benz,Coupe,2019,Putih,Automatic,12500,1991,Pertamax,Complete Built Up (CBU),4,2,1250000000
Nissan,SUV,2018,Hitam,Automatic,72500,2488,Pertamax,Complete Knock Down (CKD),7,5,265000000
Honda,Hatchback,2017,Abu-abu,Manual,92500,1199,Pertamax,Complete Knock Down (CKD),5,5,128000000
Toyota,Wagon,2022,Hitam,Automatic,7500,1986,Pertamax,Complete Built Up (CBU),7,5,560000000
Toyota,MPV,2019,Hitam,Manual,37500,1197,Pertamax,Complete Knock Down (CKD),7,5,115000000
Suzuki,Hatchback,2019,Putih,Automatic,17500,1491,Pertamax,Complete Built Up (CBU),5,5,189000000
Suzuki,Hatchback,2018,Hitam,Automatic,37500,1197,Pertamax,Complete Built Up (CBU),5,5,130000000
Toyota,MPV,2021,Hitam,Automatic,22500,1329,Pertamax,Complete Knock Down (CKD),7,5,185000000
Lexus,Sedan,2022,Hitam,Automatic,5000,2487,Pertamax,Complete Built Up (CBU),5,4,995000000
Toyota,MPV,2019,Putih,Manual,12500,1197,Pertamax,Complete Knock Down (CKD),7,5,112000000
Suzuki,Hatchback,2017,Hitam,Automatic,62500,1197,Pertamax,Complete Built Up (CBU),5,5,112000000
Suzuki,MPV,2017,Hitam,Manual,67500,1373,Pertamax,Complete Knock Down (CKD),7,5,145000000
Lexus,Wagon,2018,Hitam,Automatic,42500,1998,Pertamax,Complete Built Up (CBU),5,5,710000000
Daihatsu,Hatchback,2016,Abu-abu,Automatic,47500,998,Pertamax,Complete Knock Down (CKD),5,5,107500000
Daihatsu,MPV,2020,Silver,Manual,62500,1496,Pertamax,Complete Knock Down (CKD),7,5,166000000
Toyota,MPV,2021,Hitam,Automatic,27500,2393,Solar,Complete Knock Down (CKD),8,5,338000000
Mitsubishi,Wagon,2023,Putih,Automatic,12500,1499,Pertamax,Complete Knock Down (CKD),7,5,270000000
Honda,MPV,2018,Silver,Automatic,37500,1496,Pertamax,Complete Knock Down (CKD),7,5,185000000
Daihatsu,MPV,2022,Putih,Manual,22500,1329,Pertamax,Complete Knock Down (CKD),7,5,166000000
Honda,Hatchback,2016,Abu-abu,Automatic,117500,1198,Pertamax,Complete Knock Down (CKD),5,5,125000000
Toyota,Wagon,2022,Hitam,Automatic,2500,2494,Pertamax,Complete Built Up (CBU),7,5,1125000000
Nissan,SUV,2015,Putih,Automatic,87500,2488,Pertamax,Complete Knock Down (CKD),7,5,190000000
Nissan,SUV,2015,Putih,Automatic,82500,2488,Pertamax,Complete Knock Down (CKD),7,5,190000000
Suzuki,MPV,2012,Lainnya,Manual,57500,1373,Pertamax,Complete Knock Down (CKD),7,5,102000000
BMW,SUV,2020,Putih,Automatic,27500,1499,Pertamax,Complete Knock Down (CKD),5,5,518000000
Toyota,Wagon,2021,Putih,Automatic,62500,1986,Pertamax,Complete Built Up (CBU),7,5,389000000
Honda,SUV,2022,Hitam,Automatic,17500,1498,Pertamax,Complete Knock Down (CKD),5,5,315000000
Toyota,Wagon,2021,Putih,Automatic,7500,1986,Pertamax,Complete Built Up (CBU),7,5,420000000
Honda,SUV,2019,Putih,Automatic,92500,1997,Pertamax,Complete Knock Down (CKD),5,5,310000000
Toyota,MPV,2013,Hitam,Manual,92500,1496,Pertamax,Complete Knock Down (CKD),7,5,99000000
Toyota,MPV,2021,Hitam,Automatic,47500,1197,Pertamax,Complete Knock Down (CKD),7,5,117000000
Chevrolet,SUV,2017,Putih,Automatic,62500,1364,Pertamax,Complete Built Up (CBU),5,5,149000000
Daihatsu,MPV,2016,Silver,Automatic,112500,1329,Pertamax,Complete Knock Down (CKD),7,5,123000000
Honda,SUV,2016,Silver,Automatic,32500,1497,Pertamax,Complete Knock Down (CKD),7,5,180000000
Honda,Hatchback,2022,Abu-abu,Automatic,27500,1199,Pertamax,Complete Knock Down (CKD),5,5,175000000
Toyota,MPV,2014,Putih,Automatic,82500,2362,Pertamax,Complete Built Up (CBU),7,5,385000000
Honda,SUV,2015,Silver,Automatic,72500,1497,Pertamax,Complete Knock Down (CKD),5,5,180000000
BMW,Sedan,2020,Biru,Automatic,37500,1998,Pertamax,Complete Knock Down (CKD),5,4,720000000
Toyota,SUV,2019,Putih,Automatic,57500,2393,Solar,Complete Knock Down (CKD),7,5,380000000
Honda,Hatchback,2019,Putih,Automatic,27500,1199,Pertamax,Complete Knock Down (CKD),5,5,135000000
Toyota,Hatchback,2016,Merah,Automatic,72500,1497,Pertamax,Complete Knock Down (CKD),5,5,150000000
Honda,SUV,2011,Putih,Automatic,112500,2354,Pertamax,Complete Knock Down (CKD),5,5,125000000
Honda,Hatchback,2021,Abu-abu,Automatic,32500,1498,Pertamax,Complete Knock Down (CKD),5,5,229000000
BMW,Sedan,2021,Putih,Automatic,17500,1998,Pertamax,Complete Knock Down (CKD),5,4,850000000
Wuling,Wagon,2020,Silver,Manual,9205,1485,Pertamax,Complete Knock Down (CKD),8,5,115000000
Honda,Hatchback,2018,Kuning,Automatic,82500,1497,Pertamax,Complete Knock Down (CKD),5,5,260000000
Honda,Hatchback,2013,Putih,Automatic,80000,1339,Pertamax,Complete Built Up (CBU),5,5,119000000
Honda,SUV,2017,Hitam,Automatic,87500,1497,Pertamax,Complete Knock Down (CKD),5,5,210000000
Mitsubishi,SUV,2011,Coklat,Automatic,107500,2477,Solar,Complete Built Up (CBU),7,5,215000000
Mitsubishi,SUV,2014,Hitam,Automatic,132500,2477,Solar,Complete Built Up (CBU),7,5,249900000
Toyota,MPV,2019,Putih,Automatic,52500,1998,Pertamax,Complete Knock Down (CKD),8,5,265000000
Hyundai,Wagon,2020,Putih,Automatic,62500,1999,Pertamax,Complete Built Up (CBU),5,5,225000000
Nissan,SUV,2017,Hitam,Automatic,57500,2488,Pertamax,Complete Knock Down (CKD),7,5,235000000
Suzuki,Hatchback,2019,Merah,Automatic,22500,1197,Pertamax,Complete Built Up (CBU),5,5,127000000
Mazda,Hatchback,2019,Merah,Automatic,32500,1998,Pertamax,Complete Built Up (CBU),5,5,389000000
Honda,SUV,2012,Putih,Automatic,90000,2354,Pertamax,Complete Knock Down (CKD),5,5,195000000
Mazda,MPV,2015,Putih,Automatic,72500,1997,Pertamax,Complete Built Up (CBU),8,5,165000000
Daihatsu,Hatchback,2019,Silver,Automatic,47500,1197,Pertamax,Complete Knock Down (CKD),5,5,105000000
Honda,SUV,2022,Hitam,Automatic,12500,1498,Pertamax,Complete Knock Down (CKD),7,5,505000000
Honda,Hatchback,2019,Kuning,Automatic,42500,1199,Pertamax,Complete Knock Down (CKD),5,5,150000000
Honda,SUV,2010,Silver,Automatic,87500,2354,Pertamax,Complete Knock Down (CKD),5,5,115000000
Daihatsu,Wagon,2022,Kuning,Automatic,17500,996,Pertamax,Complete Knock Down (CKD),5,5,180000000
Mitsubishi,Wagon,2021,Hitam,Automatic,47500,1499,Pertamax,Complete Knock Down (CKD),7,5,230000000
Toyota,SUV,2019,Putih,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,232500000
Honda,Hatchback,2018,Orange,Automatic,62500,1199,Pertamax,Complete Knock Down (CKD),5,5,155000000
Toyota,SUV,2008,Hitam,Automatic,156000,2694,Pertamax,Complete Knock Down (CKD),7,5,158000000
Toyota,SUV,2019,Silver,Automatic,45126,1496,Pertamax,Complete Knock Down (CKD),7,5,170000000
Toyota,Wagon,2017,Hitam,Automatic,42500,2494,Pertamax,Complete Built Up (CBU),7,5,750000000
Mitsubishi,Wagon,2019,Hitam,Automatic,65000,1499,Pertamax,Complete Knock Down (CKD),7,5,215000000
Honda,MPV,2016,Abu-abu,Automatic,91000,1496,Pertamax,Complete Knock Down (CKD),7,5,138000000
Honda,Sedan,2015,Hitam,Automatic,91000,1497,Pertamax,Complete Built Up (CBU),5,5,165000000
Toyota,MPV,2021,Hitam,Automatic,47500,2393,Solar,Complete Knock Down (CKD),8,5,315000000
Mercedes-Benz,SUV,2016,Putih,Automatic,37500,1991,Pertamax,Complete Built Up (CBU),5,5,467000000
Toyota,Pick-up,2018,Silver,Manual,122500,2393,Solar,Complete Built Up (CBU),5,4,335000000
Honda,Hatchback,2018,Orange,Automatic,57500,1199,Pertamax,Complete Knock Down (CKD),5,5,155000000
Lexus,SUV,2018,Hitam,Automatic,37500,5663,Pertamax,Complete Built Up (CBU),8,5,2245000000
Toyota,MPV,2018,Abu-abu,Automatic,121199,1197,Pertamax,Complete Knock Down (CKD),7,5,108000000
Honda,Hatchback,2017,Hitam,Automatic,27500,1497,Pertamax,Complete Knock Down (CKD),5,5,217500000
Mazda,SUV,2019,Hitam,Automatic,62500,2488,Pertamax,Complete Built Up (CBU),5,5,358000000
Honda,SUV,2019,Putih,Automatic,57500,1497,Pertamax,Complete Knock Down (CKD),5,5,245000000
Toyota,Hatchback,2022,Hitam,Manual,7500,1197,Pertamax,Complete Knock Down (CKD),5,5,146000000
Toyota,Wagon,2021,Putih,Automatic,32500,2494,Pertamax,Complete Built Up (CBU),7,5,999000000
Honda,SUV,2022,Hitam,Automatic,27500,1498,Pertamax,Complete Knock Down (CKD),7,5,540000000
Toyota,Wagon,2014,Hitam,Automatic,47500,2362,Pertamax,Complete Built Up (CBU),7,5,440000000
Mercedes-Benz,Sedan,2022,Putih,Automatic,5000,1991,Pertamax,Complete Knock Down (CKD),5,4,1175000000
Toyota,Wagon,2023,Hitam,Automatic,3000,1987,Pertamax,Complete Knock Down (CKD),8,5,425000000
Toyota,Wagon,2022,Putih,Automatic,19000,2494,Pertamax,Complete Built Up (CBU),7,5,1120000000
Suzuki,Hatchback,2017,Silver,Automatic,62500,1197,Pertamax,Complete Built Up (CBU),5,5,122000000
Suzuki,MPV,2022,Abu-abu,Automatic,22500,1462,Pertamax,Complete Knock Down (CKD),7,5,187000000
Nissan,SUV,2016,Silver,Automatic,62500,2488,Pertamax,Complete Knock Down (CKD),7,5,220000000
Nissan,SUV,2018,Hitam,Automatic,57500,2488,Pertamax,Complete Knock Down (CKD),7,5,235000000
