brand,jenis_mobil,tahun_kendaraan,warna,transmisi,kilometer,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,harga
Toyota,Wagon,2023,Putih,Automatic,32500,1987,Pertamax,Complete Knock Down (CKD),8,5,363000000
Daihatsu,MPV,2023,Abu-abu,Manual,2500,998,Pertamax,Complete Knock Down (CKD),7,5,116000000
Mitsubishi,Wagon,2018,Hitam,Automatic,72500,1499,Pertamax,Complete Knock Down (CKD),7,5,190000000
Daihatsu,MPV,2023,Abu-abu,Manual,12500,1197,Pertamax,Complete Knock Down (CKD),7,5,133000000
Toyota,MPV,2018,Hitam,Automatic,82500,1998,Pertamax,Complete Knock Down (CKD),8,5,245000000
Toyota,Wagon,2018,Hitam,Automatic,57500,1986,Pertamax,Complete Built Up (CBU),7,5,335000000
Daihatsu,SUV,2019,Silver,Automatic,67500,1496,Pertamax,Complete Knock Down (CKD),7,5,205000000
Toyota,Hatchback,2021,Putih,Manual,2500,1618,Pertamax,Complete Built Up (CBU),4,3,1050000000
Toyota,Hatchback,2022,Hitam,Manual,2500,1618,Pertamax,Complete Built Up (CBU),4,3,1200000000
Mazda,Wagon,2018,Abu-abu,Automatic,37500,1998,Pertamax,Complete Built Up (CBU),5,5,257000000
Toyota,Wagon,2019,Putih,Automatic,27500,2494,Pertamax,Complete Built Up (CBU),7,5,900000000
Mitsubishi,SUV,2022,Hitam,Automatic,12500,2442,Solar,Complete Knock Down (CKD),7,5,605000000
Mazda,Wagon,2018,Abu-abu,Automatic,42500,1998,Pertamax,Complete Built Up (CBU),5,5,257000000
Mitsubishi,SUV,2021,Hitam,Automatic,32000,2442,Solar,Complete Knock Down (CKD),7,5,495000000
Toyota,SUV,2021,Hitam,Automatic,32500,1496,Pertamax,Complete Knock Down (CKD),7,5,213000000
Honda,Hatchback,2017,Putih,Automatic,87500,1199,Pertamax,Complete Knock Down (CKD),5,5,126000000
Suzuki,Hatchback,2021,Abu-abu,Automatic,47500,1373,Pertamax,Complete Built Up (CBU),5,5,196000000
Mazda,Wagon,2021,Abu-abu,Automatic,32500,1496,Pertamax,Complete Built Up (CBU),5,5,304000000
Daihatsu,MPV,2018,Silver,Manual,92500,1197,Pertamax,Complete Knock Down (CKD),7,5,105000000
Toyota,MPV,2019,Hitam,Automatic,42500,1998,Pertamax,Complete Knock Down (CKD),8,5,260000000
Honda,Hatchback,2021,Hitam,Automatic,19000,1498,Pertamax,Complete Knock Down (CKD),5,5,239000000
Toyota,Wagon,2017,Hitam,Automatic,47500,1986,Pertamax,Complete Built Up (CBU),7,5,330000000
Hyundai,Wagon,2022,Merah,Automatic,7500,1497,Pertamax,Complete Knock Down (CKD),7,5,235000000
Mitsubishi,SUV,2022,Putih,Automatic,9000,2442,Solar,Complete Knock Down (CKD),7,5,515000000
Toyota,Wagon,2018,Putih,Automatic,62500,1986,Pertamax,Complete Built Up (CBU),7,5,330000000
Wuling,Wagon,2019,Silver,Manual,27500,1485,Pertamax,Complete Knock Down (CKD),8,5,121000000
Toyota,MPV,2021,Hitam,Automatic,17500,1998,Pertamax,Complete Knock Down (CKD),8,5,325000000
Toyota,Wagon,2018,Hitam,Automatic,68000,1986,Pertamax,Complete Built Up (CBU),7,5,335000000
Toyota,MPV,2020,Hitam,Automatic,22500,1197,Pertamax,Complete Knock Down (CKD),7,5,125000000
Toyota,MPV,2012,Hitam,Automatic,97500,2362,Pertamax,Complete Built Up (CBU),7,5,300000000
Mazda,SUV,2014,Putih,Automatic,72500,2488,Pertamax,Complete Built Up (CBU),5,5,195000000
Toyota,Wagon,2022,Putih,Automatic,7500,2494,Pertamax,Complete Built Up (CBU),7,5,1119000000
Toyota,MPV,2019,Hitam,Automatic,67500,1998,Pertamax,Complete Knock Down (CKD),8,5,294000000
Mitsubishi,SUV,2022,Hitam,Automatic,22500,2442,Solar,Complete Knock Down (CKD),7,5,495000000
Toyota,SUV,2021,Hitam,Automatic,19000,2393,Solar,Complete Knock Down (CKD),7,5,455000000
Toyota,SUV,2020,Abu-abu,Automatic,50000,2393,Solar,Complete Knock Down (CKD),7,5,425000000
Toyota,SUV,2019,Hitam,Automatic,62500,1496,Pertamax,Complete Knock Down (CKD),7,5,192000000
Honda,Hatchback,2018,Merah,Manual,64907,1199,Pertamax,Complete Knock Down (CKD),5,5,119000000
Toyota,Sedan,2014,Hitam,Automatic,112500,1798,Pertamax,Complete Built Up (CBU),5,4,189000000
Nissan,Hatchback,2017,Silver,Automatic,77500,1198,Pertamax,Complete Built Up (CBU),5,5,108000000
Honda,Sedan,2016,Putih,Automatic,92500,1497,Pertamax,Complete Built Up (CBU),5,5,165000000
Toyota,Hatchback,2021,Silver,Manual,27500,1197,Pertamax,Complete Knock Down (CKD),5,5,134000000
Toyota,Hatchback,2019,Hitam,Automatic,41330,1197,Pertamax,Complete Knock Down (CKD),5,5,122000000
Honda,MPV,2017,Abu-abu,Automatic,62500,1496,Pertamax,Complete Knock Down (CKD),7,5,159500000
Wuling,Wagon,2023,Merah,Automatic,7500,1485,Pertamax,Complete Knock Down (CKD),5,5,267000000
Toyota,Wagon,2016,Hitam,Automatic,65000,2494,Pertamax,Complete Built Up (CBU),7,5,649000000
Toyota,Wagon,2022,Hitam,Automatic,34228,1986,Pertamax,Complete Built Up (CBU),7,5,465000000
Honda,SUV,2011,Abu-abu,Automatic,130000,2354,Pertamax,Complete Knock Down (CKD),5,5,135000000
Mitsubishi,SUV,2019,Putih,Automatic,7500,2442,Solar,Complete Knock Down (CKD),7,5,518000000
Honda,Hatchback,2015,Putih,Automatic,122500,1497,Pertamax,Complete Knock Down (CKD),5,5,160000000
Toyota,MPV,2022,Hitam,Automatic,27500,1496,Pertamax,Complete Knock Down (CKD),7,5,201000000
Honda,SUV,2017,Abu-abu,Automatic,112500,1497,Pertamax,Complete Knock Down (CKD),5,5,195000000
Honda,SUV,2017,Silver,Automatic,72500,1497,Pertamax,Complete Knock Down (CKD),5,5,214000000
BMW,Sedan,2021,Biru,Automatic,2500,1998,Pertamax,Complete Knock Down (CKD),5,4,655000000
Toyota,SUV,2021,Hitam,Automatic,37500,2393,Solar,Complete Knock Down (CKD),7,5,435000000
Suzuki,Hatchback,2018,Biru,Automatic,82500,1197,Pertamax,Complete Built Up (CBU),5,5,103000000
Lexus,Wagon,2023,Putih,Automatic,2500,2487,Pertamax,Complete Built Up (CBU),5,5,1625000000
Mercedes-Benz,Wagon,2021,Hitam,Automatic,10000,2999,Pertamax,Complete Built Up (CBU),7,5,1850000000
Suzuki,Wagon,2021,Hijau,Automatic,17500,1462,Pertamax,Complete Built Up (CBU),4,3,425000000
Suzuki,Hatchback,2017,Biru,Automatic,67574,1197,Pertamax,Complete Built Up (CBU),5,5,123000000
Mazda,SUV,2013,Putih,Automatic,79000,2488,Pertamax,Complete Built Up (CBU),5,5,185000000
Honda,SUV,2015,Abu-abu,Automatic,102500,1799,Pertamax,Complete Knock Down (CKD),5,5,205000000
Daihatsu,SUV,2015,Hitam,Automatic,87500,1495,Pertamax,Complete Knock Down (CKD),7,5,125000000
Honda,SUV,2023,Hitam,Automatic,20000,1498,Pertamax,Complete Knock Down (CKD),5,5,340000000
Suzuki,Hatchback,2010,Hitam,Automatic,112500,1490,Pertamax,Complete Knock Down (CKD),5,5,98000000
Suzuki,MPV,2014,Abu-abu,Automatic,87500,1373,Pertamax,Complete Knock Down (CKD),7,5,125000000
Mitsubishi,SUV,2019,Silver,Automatic,52500,2442,Solar,Complete Knock Down (CKD),7,5,398000000
Hyundai,SUV,2020,Putih,Automatic,42500,2199,Solar,Complete Built Up (CBU),7,5,465000000
Mazda,Wagon,2022,Putih,Automatic,7500,2488,Pertamax,Complete Built Up (CBU),6,5,662000000
Honda,SUV,2023,Putih,Automatic,7500,1498,Pertamax,Complete Knock Down (CKD),7,5,255000000
Honda,Hatchback,2019,Orange,Automatic,47500,1199,Pertamax,Complete Knock Down (CKD),5,5,155000000
Honda,MPV,2018,Abu-abu,Automatic,82500,1496,Pertamax,Complete Knock Down (CKD),7,5,161000000
Toyota,Wagon,2018,Putih,Automatic,72500,1986,Pertamax,Complete Built Up (CBU),7,5,361000000
Hyundai,MPV,2017,Coklat,Automatic,47500,2497,Solar,Complete Knock Down (CKD),9,5,298000000
Toyota,MPV,2014,Hitam,Automatic,69000,2362,Pertamax,Complete Built Up (CBU),7,5,389000000
Nissan,SUV,2014,Putih,Automatic,112500,2488,Pertamax,Complete Knock Down (CKD),5,5,160000000
Mercedes-Benz,SUV,2020,Putih,Automatic,27000,1991,Pertamax,Complete Knock Down (CKD),5,5,859000000
Daihatsu,Van,2018,Silver,Manual,87500,1298,Pertamax,Complete Knock Down (CKD),2,5,118000000
Toyota,Wagon,2023,Putih,Automatic,17500,1987,Pertamax,Complete Knock Down (CKD),7,5,575000007
Daihatsu,Hatchback,2021,Abu-abu,Manual,13252,1197,Pertamax,Complete Knock Down (CKD),5,5,119000000
Honda,SUV,2018,Hitam,Automatic,92500,1498,Pertamax,Complete Knock Down (CKD),7,5,370000000
Toyota,SUV,2018,Hitam,Automatic,92500,1496,Pertamax,Complete Knock Down (CKD),7,5,187000000
Mazda,Sedan,2010,Merah,Automatic,104000,1498,Pertamax,Complete Built Up (CBU),5,4,95000000
Honda,Hatchback,2020,Putih,Automatic,46000,1199,Pertamax,Complete Knock Down (CKD),5,5,125000000
Mazda,SUV,2013,Putih,Automatic,77500,2488,Pertamax,Complete Built Up (CBU),5,5,180000000
Nissan,SUV,2015,Abu-abu,Automatic,82500,2488,Pertamax,Complete Knock Down (CKD),7,5,187000000
Honda,SUV,2018,Hitam,Automatic,62746,1497,Pertamax,Complete Knock Down (CKD),5,5,218000000
Toyota,Wagon,2022,Putih,Automatic,10525,2494,Pertamax,Complete Built Up (CBU),7,5,1112000000
Daihatsu,MPV,2016,Putih,Automatic,72500,1329,Pertamax,Complete Knock Down (CKD),7,5,133000000
Nissan,SUV,2015,Silver,Automatic,107500,2488,Pertamax,Complete Knock Down (CKD),7,5,177000000
Toyota,MPV,2018,Silver,Automatic,82500,1197,Pertamax,Complete Knock Down (CKD),7,5,116000000
Honda,SUV,2012,Putih,Automatic,68000,1997,Pertamax,Complete Knock Down (CKD),5,5,160000000
Honda,MPV,2017,Putih,Automatic,27500,1496,Pertamax,Complete Knock Down (CKD),7,5,163000000
Daihatsu,Wagon,2023,Kuning,Manual,2500,1198,Pertamax,Complete Knock Down (CKD),5,5,185000000
Toyota,Hatchback,2021,Kuning,Automatic,29338,1496,Pertamax,Complete Knock Down (CKD),5,5,228000000
Toyota,MPV,2023,Hitam,Manual,17500,1329,Pertamax,Complete Knock Down (CKD),7,5,188000000
Mitsubishi,Wagon,2018,Hitam,Automatic,67500,1499,Pertamax,Complete Knock Down (CKD),7,5,190000000
Toyota,MPV,2023,Silver,Manual,16000,1329,Pertamax,Complete Knock Down (CKD),7,5,195000000
Honda,MPV,2019,Abu-abu,Automatic,32500,1496,Pertamax,Complete Knock Down (CKD),7,5,150000000
Honda,SUV,2017,Putih,Automatic,77500,1498,Pertamax,Complete Knock Down (CKD),7,5,380000000
Mitsubishi,Wagon,2019,Silver,Automatic,47500,1499,Pertamax,Complete Knock Down (CKD),7,5,190000000
Toyota,MPV,2017,Merah,Automatic,81029,1197,Pertamax,Complete Knock Down (CKD),7,5,107000000
Toyota,Wagon,2023,Biru,Automatic,7500,1198,Pertamax,Complete Knock Down (CKD),5,5,208000000
Toyota,Wagon,2021,Hitam,Automatic,47500,996,Pertamax,Complete Knock Down (CKD),5,5,201000000
Suzuki,MPV,2015,Silver,Automatic,67500,1373,Pertamax,Complete Knock Down (CKD),7,5,125000000
Honda,Hatchback,2017,Biru,Automatic,62500,1199,Pertamax,Complete Knock Down (CKD),5,5,123000000
Nissan,Hatchback,2018,Merah,Automatic,57500,1198,Pertamax,Complete Built Up (CBU),5,5,127000000
Toyota,Hatchback,2023,Orange,Automatic,2500,1197,Pertamax,Complete Knock Down (CKD),5,5,155000000
Mitsubishi,Wagon,2019,Hitam,Automatic,57500,1499,Pertamax,Complete Knock Down (CKD),7,5,205000000
Mitsubishi,SUV,2019,Hitam,Automatic,82500,2442,Solar,Complete Knock Down (CKD),7,5,418000000
Honda,SUV,2011,Abu-abu,Automatic,127500,2354,Pertamax,Complete Knock Down (CKD),5,5,125000000
Wuling,Wagon,2022,Silver,Automatic,12500,1451,Pertamax,Complete Knock Down (CKD),7,5,218000000
Mazda,Sedan,2022,Abu-abu,Automatic,2500,1496,Pertamax,Complete Built Up (CBU),5,5,263000000
Hyundai,MPV,2018,Abu-abu,Automatic,107500,2359,Pertamax,Complete Knock Down (CKD),8,5,298000000
Nissan,Wagon,2019,Hitam,Automatic,52500,1499,Pertamax,Complete Knock Down (CKD),7,5,182000000
Toyota,Wagon,2023,Silver,Automatic,7500,1496,Pertamax,Complete Knock Down (CKD),7,5,262000000
Honda,Hatchback,2014,Putih,Automatic,92500,1198,Pertamax,Complete Knock Down (CKD),5,5,123000000
Toyota,MPV,2019,Putih,Automatic,132500,2393,Solar,Complete Knock Down (CKD),8,5,298000000
KIA,SUV,2014,Abu-abu,Automatic,82500,2359,Pertamax,Complete Built Up (CBU),7,5,188000000
Mazda,Hatchback,2017,Abu-abu,Automatic,77500,1496,Pertamax,Complete Built Up (CBU),5,5,175000000
Toyota,Wagon,2016,Orange,Automatic,47500,2494,Pertamax,Complete Built Up (CBU),7,5,639000000
Honda,Hatchback,2015,Hitam,Manual,112500,1198,Pertamax,Complete Knock Down (CKD),5,5,99000000
Honda,Sedan,2015,Hitam,Manual,147500,1497,Pertamax,Complete Built Up (CBU),5,5,126000000
Suzuki,Hatchback,2017,Merah,Manual,57500,1373,Pertamax,Complete Built Up (CBU),5,5,152000000
Daihatsu,Wagon,2021,Hitam,Automatic,57500,996,Pertamax,Complete Knock Down (CKD),5,5,193000000
Mitsubishi,Wagon,2020,Putih,Automatic,82500,1499,Pertamax,Complete Knock Down (CKD),7,5,235000000
Toyota,MPV,2020,Hitam,Automatic,82500,1496,Pertamax,Complete Knock Down (CKD),7,5,182000000
Honda,Hatchback,2021,Merah,Automatic,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,155000000
Honda,SUV,2021,Hitam,Automatic,2150,1498,Pertamax,Complete Knock Down (CKD),7,5,410000000
BMW,Sedan,2019,Hitam,Automatic,19000,1998,Pertamax,Complete Knock Down (CKD),5,4,700000000
Honda,Hatchback,2022,Abu-abu,Automatic,22500,1199,Pertamax,Complete Knock Down (CKD),5,5,157000000
Mercedes-Benz,Sedan,2019,Putih,Automatic,18000,1991,Pertamax,Complete Built Up (CBU),5,4,700000000
Honda,SUV,2013,Silver,Automatic,112500,2354,Pertamax,Complete Knock Down (CKD),5,5,185000000
Honda,Sedan,2015,Putih,Automatic,79000,2356,Pertamax,Complete Built Up (CBU),5,4,220000000
Honda,SUV,2021,Abu-abu,Automatic,62500,1497,Pertamax,Complete Knock Down (CKD),5,5,257000000
Mitsubishi,Wagon,2023,Hitam,Automatic,2500,1499,Pertamax,Complete Knock Down (CKD),7,5,283000000
Mitsubishi,Wagon,2019,Hitam,Automatic,72500,1499,Pertamax,Complete Knock Down (CKD),7,5,218000000
Honda,SUV,2022,Hitam,Automatic,37500,1498,Pertamax,Complete Knock Down (CKD),7,5,252000000
Mitsubishi,Wagon,2022,Hitam,Automatic,42500,1499,Pertamax,Complete Knock Down (CKD),7,5,265000000
BMW,Sedan,2018,Putih,Automatic,37500,1998,Pertamax,Complete Knock Down (CKD),5,4,650000000
Honda,SUV,2018,Silver,Automatic,67500,1497,Pertamax,Complete Knock Down (CKD),5,5,220000000
Toyota,MPV,2021,Silver,Automatic,32500,1496,Pertamax,Complete Knock Down (CKD),7,5,211000000
Daihatsu,MPV,2014,Putih,Manual,82500,989,Pertamax,Complete Knock Down (CKD),7,5,97000000
Mitsubishi,SUV,2023,Hitam,Automatic,7500,2442,Solar,Complete Knock Down (CKD),7,5,565000000
Honda,Hatchback,2017,Abu-abu,Automatic,70556,1497,Pertamax,Complete Knock Down (CKD),5,5,180000000
Honda,SUV,2020,Silver,Manual,22500,1497,Pertamax,Complete Knock Down (CKD),5,5,234000000
Toyota,SUV,2020,Hitam,Automatic,52500,2393,Solar,Complete Knock Down (CKD),7,5,410000000
Honda,SUV,2020,Merah,Automatic,37500,1497,Pertamax,Complete Knock Down (CKD),5,5,245000000
Honda,MPV,2019,Abu-abu,Automatic,57500,1496,Pertamax,Complete Knock Down (CKD),7,5,162000000
Honda,SUV,2013,Hitam,Automatic,12345,2354,Pertamax,Complete Knock Down (CKD),5,5,205000000
Daihatsu,Wagon,2021,Hitam,Manual,37500,996,Pertamax,Complete Knock Down (CKD),5,5,197000000
Mitsubishi,Wagon,2019,Hitam,Automatic,32500,2360,Pertamax,Complete Built Up (CBU),5,5,450000000
Mitsubishi,Wagon,2019,Hitam,Automatic,72500,1499,Pertamax,Complete Knock Down (CKD),7,5,183000000
Toyota,MPV,2010,Hitam,Automatic,107500,1298,Pertamax,Complete Knock Down (CKD),7,5,92000000
Daihatsu,Hatchback,2017,Merah,Automatic,107500,998,Pertamax,Complete Knock Down (CKD),5,5,101000000
Honda,SUV,2018,Silver,Automatic,62500,1497,Pertamax,Complete Knock Down (CKD),5,5,213000000
Toyota,MPV,2018,Abu-abu,Automatic,47500,1497,Pertamax,Complete Knock Down (CKD),7,5,179000000
Honda,MPV,2016,Hitam,Automatic,77500,2356,Pertamax,Complete Built Up (CBU),6,5,337000000
Toyota,Hatchback,2017,Silver,Automatic,37500,1496,Pertamax,Complete Knock Down (CKD),5,5,172000000
Toyota,Wagon,2021,Biru,Automatic,22500,996,Pertamax,Complete Knock Down (CKD),5,5,202000000
Suzuki,Hatchback,2020,Merah,Automatic,32500,1197,Pertamax,Complete Built Up (CBU),5,5,132000000
Toyota,MPV,2021,Silver,Automatic,12500,1197,Pertamax,Complete Knock Down (CKD),7,5,130000000
Toyota,Hatchback,2020,Hitam,Automatic,32500,1197,Pertamax,Complete Knock Down (CKD),5,5,121000000
Honda,SUV,2018,Merah,Automatic,42500,1497,Pertamax,Complete Knock Down (CKD),5,5,226000000
Toyota,SUV,2022,Abu-abu,Automatic,22500,2755,Solar,Complete Knock Down (CKD),7,5,549000000
Mitsubishi,Wagon,2022,Putih,Manual,16000,1499,Pertamax,Complete Knock Down (CKD),7,5,273000000
Nissan,MPV,2012,Putih,Manual,162500,1498,Pertamax,Complete Knock Down (CKD),7,5,87000000
Honda,Hatchback,2019,Putih,Automatic,82500,1497,Pertamax,Complete Knock Down (CKD),5,5,237000000
Mazda,SUV,2020,Hitam,Automatic,27071,2488,Pertamax,Complete Built Up (CBU),5,5,385000000
Honda,Sedan,2014,Hitam,Automatic,82500,1497,Pertamax,Complete Built Up (CBU),5,5,163000000
Toyota,Wagon,2022,Putih,Automatic,17500,996,Pertamax,Complete Knock Down (CKD),5,5,227000000
Suzuki,MPV,2016,Abu-abu,Manual,97500,1373,Pertamax,Complete Knock Down (CKD),7,5,124000000
Honda,SUV,2014,Putih,Automatic,147500,2354,Pertamax,Complete Knock Down (CKD),5,5,183000000
Mazda,SUV,2017,Merah,Automatic,47500,2488,Pertamax,Complete Built Up (CBU),5,5,339000000
Mitsubishi,Wagon,2018,Silver,Automatic,87500,1499,Pertamax,Complete Knock Down (CKD),7,5,192000000
Honda,Sedan,2015,Hitam,Automatic,117500,2356,Pertamax,Complete Built Up (CBU),5,4,229000000
Honda,SUV,2017,Silver,Automatic,72500,1497,Pertamax,Complete Knock Down (CKD),5,5,185000000
Mazda,Wagon,2022,Merah,Automatic,12000,2488,Pertamax,Complete Built Up (CBU),6,5,615000000
Honda,Hatchback,2022,Putih,Automatic,22500,1199,Pertamax,Complete Knock Down (CKD),5,5,168000000
Honda,SUV,2019,Putih,Automatic,30000,1498,Pertamax,Complete Knock Down (CKD),7,5,380000000
Honda,SUV,2018,Abu-abu,Automatic,82500,1498,Pertamax,Complete Knock Down (CKD),7,5,345000000
Suzuki,Hatchback,2018,Merah,Automatic,82500,1373,Pertamax,Complete Built Up (CBU),5,5,168000000
Toyota,Hatchback,2016,Putih,Manual,37500,1496,Pertamax,Complete Knock Down (CKD),5,5,170000000
Mitsubishi,Wagon,2019,Putih,Automatic,87500,1499,Pertamax,Complete Knock Down (CKD),7,5,210000000
Daihatsu,Hatchback,2017,Merah,Manual,22500,998,Pertamax,Complete Knock Down (CKD),5,5,86000000
Honda,Hatchback,2018,Hitam,Automatic,102500,1199,Pertamax,Complete Knock Down (CKD),5,5,128000000
Mitsubishi,Wagon,2019,Silver,Automatic,47500,1499,Pertamax,Complete Knock Down (CKD),7,5,182000000
Mazda,SUV,2019,Abu-abu,Automatic,57552,2488,Pertamax,Complete Built Up (CBU),5,5,370000000
Honda,Hatchback,2021,Silver,Manual,47500,1199,Pertamax,Complete Knock Down (CKD),5,5,137000000
Toyota,MPV,2017,Silver,Automatic,77500,1998,Pertamax,Complete Knock Down (CKD),8,5,232000000
Mitsubishi,Wagon,2021,Putih,Automatic,27500,1499,Pertamax,Complete Knock Down (CKD),7,5,232000000
Honda,Sedan,2017,Silver,Automatic,92500,2356,Pertamax,Complete Built Up (CBU),5,4,267000000
Honda,Sedan,2018,Hitam,Automatic,42500,1498,Pertamax,Complete Built Up (CBU),5,4,350000000
Toyota,SUV,2020,Putih,Automatic,27500,1496,Pertamax,Complete Knock Down (CKD),7,5,235000000
Toyota,SUV,2019,Hitam,Automatic,62500,1496,Pertamax,Complete Knock Down (CKD),7,5,205000000
Honda,SUV,2007,Silver,Automatic,162500,2354,Pertamax,Complete Knock Down (CKD),5,5,142000000
Toyota,MPV,2016,Abu-abu,Automatic,118000,1998,Pertamax,Complete Knock Down (CKD),7,5,239000000
Honda,Hatchback,2018,Putih,Automatic,42500,1199,Pertamax,Complete Knock Down (CKD),5,5,137000000
Mazda,SUV,2020,Hitam,Automatic,27500,2488,Pertamax,Complete Built Up (CBU),5,5,410000000
Daihatsu,Hatchback,2023,Putih,Automatic,22500,998,Pertamax,Complete Knock Down (CKD),5,5,127500000
Lexus,SUV,2020,Abu-abu,Automatic,32500,1998,Pertamax,Complete Built Up (CBU),5,5,1010000000
Mitsubishi,Wagon,2019,Silver,Automatic,51927,1499,Pertamax,Complete Knock Down (CKD),7,5,185000000
Toyota,MPV,2019,Hitam,Manual,52500,1329,Pertamax,Complete Knock Down (CKD),7,5,173000000
Wuling,Wagon,2022,Silver,Manual,7500,1485,Pertamax,Complete Knock Down (CKD),8,5,105000000
Honda,Hatchback,2018,Silver,Manual,27500,1199,Pertamax,Complete Knock Down (CKD),5,5,107000000
Chevrolet,SUV,2012,Putih,Automatic,68000,1796,Pertamax,Complete Built Up (CBU),7,5,149000000
Toyota,MPV,2014,Putih,Automatic,112500,1987,Pertamax,Complete Knock Down (CKD),7,5,181000000
Wuling,Wagon,2019,Abu-abu,Manual,27500,1485,Pertamax,Complete Knock Down (CKD),8,5,123000000
Toyota,MPV,2018,Hitam,Manual,82500,1329,Pertamax,Complete Knock Down (CKD),7,5,149000000
Suzuki,Hatchback,2018,Putih,Manual,43611,1197,Pertamax,Complete Built Up (CBU),5,5,108000000
Mazda,SUV,2018,Abu-abu,Automatic,52500,2488,Pertamax,Complete Built Up (CBU),5,5,385000000
Toyota,MPV,2017,Hitam,Automatic,75000,1497,Pertamax,Complete Knock Down (CKD),7,5,159000000
Honda,SUV,2021,Hitam,Automatic,2500,1498,Pertamax,Complete Knock Down (CKD),7,5,415000000
Honda,MPV,2012,Putih,Automatic,122500,1497,Pertamax,Complete Knock Down (CKD),7,5,152000000
Daihatsu,MPV,2021,Abu-abu,Automatic,17500,1329,Pertamax,Complete Knock Down (CKD),7,5,197000000
Toyota,Hatchback,2022,Kuning,Automatic,22500,1496,Pertamax,Complete Knock Down (CKD),5,5,231000000
Toyota,Wagon,2021,Hitam,Automatic,32500,2494,Pertamax,Complete Built Up (CBU),7,5,975000000
Mitsubishi,SUV,2019,Hitam,Automatic,57500,2442,Solar,Complete Knock Down (CKD),7,5,429000000
Wuling,Wagon,2021,Hitam,Manual,27500,1485,Pertamax,Complete Knock Down (CKD),8,5,130000000
Daihatsu,Hatchback,2017,Merah,Manual,22500,998,Pertamax,Complete Knock Down (CKD),5,5,73000000
Mitsubishi,Wagon,2019,Hitam,Automatic,78650,1499,Pertamax,Complete Knock Down (CKD),7,5,179000000
Mazda,Wagon,2018,Abu-abu,Automatic,42500,1998,Pertamax,Complete Built Up (CBU),5,5,260000000
Toyota,Wagon,2021,Biru,Automatic,27500,996,Pertamax,Complete Knock Down (CKD),5,5,231000000
Hyundai,Wagon,2023,Ungu,Automatic,15651,1497,Pertamax,Complete Knock Down (CKD),7,5,238000000
BMW,Sedan,2018,Biru,Automatic,32500,1998,Pertamax,Complete Knock Down (CKD),5,4,695000000
Toyota,Wagon,2020,Putih,Automatic,52500,2494,Pertamax,Complete Built Up (CBU),7,5,800000000
Honda,Hatchback,2022,Merah,Automatic,22500,1199,Pertamax,Complete Knock Down (CKD),5,5,164000000
Mazda,MPV,2013,Hitam,Manual,36000,1373,Pertamax,Complete Knock Down (CKD),7,5,100000000
Toyota,Wagon,2019,Putih,Automatic,72500,2494,Pertamax,Complete Built Up (CBU),7,5,830000000
Honda,MPV,2014,Silver,Automatic,113000,1497,Pertamax,Complete Knock Down (CKD),7,5,150000000
KIA,Wagon,2021,Abu-abu,Automatic,42500,1497,Pertamax,Complete Built Up (CBU),5,5,249000000
Honda,Sedan,2015,Silver,Automatic,87500,1497,Pertamax,Complete Built Up (CBU),5,5,165000000
Mazda,Hatchback,2023,Merah,Automatic,3700,1496,Pertamax,Complete Built Up (CBU),5,5,330000000
Suzuki,MPV,2019,Abu-abu,Automatic,45750,1462,Pertamax,Complete Knock Down (CKD),7,5,168000000
Mercedes-Benz,Sedan,2015,Hitam,Automatic,45000,3498,Pertamax,Complete Built Up (CBU),5,4,999000000
Mitsubishi,Wagon,2018,Hitam,Automatic,71217,1499,Pertamax,Complete Knock Down (CKD),7,5,180000000
Honda,Hatchback,2019,Merah,Automatic,54498,1497,Pertamax,Complete Knock Down (CKD),5,5,227000000
Nissan,Wagon,2019,Hitam,Automatic,57500,1499,Pertamax,Complete Knock Down (CKD),7,5,165000000
Toyota,MPV,2014,Hitam,Automatic,152500,2362,Pertamax,Complete Built Up (CBU),7,5,325000000
Toyota,Wagon,2020,Hitam,Automatic,32500,2494,Pertamax,Complete Built Up (CBU),7,5,925000000
Toyota,Hatchback,2015,Silver,Automatic,74264,998,Pertamax,Complete Knock Down (CKD),5,5,95000000
BMW,Sedan,2019,Abu-abu,Automatic,37500,1998,Pertamax,Complete Knock Down (CKD),5,4,660000000
Toyota,SUV,2016,Putih,Automatic,61193,2393,Solar,Complete Knock Down (CKD),7,5,345000000
Honda,SUV,2022,Hitam,Automatic,17500,1498,Pertamax,Complete Knock Down (CKD),5,5,409000000
Suzuki,Wagon,2021,Hitam,Automatic,24864,1462,Pertamax,Complete Knock Down (CKD),7,5,212000000
Daihatsu,MPV,2018,Hitam,Manual,92500,1329,Pertamax,Complete Knock Down (CKD),7,5,139000000
Wuling,Wagon,2021,Hitam,Manual,27500,1485,Pertamax,Complete Knock Down (CKD),8,5,128000000
Toyota,Wagon,2021,Hitam,Automatic,37500,2494,Pertamax,Complete Built Up (CBU),7,5,985000000
Toyota,Wagon,2020,Silver,Automatic,12500,1798,Pertamax,Complete Built Up (CBU),5,5,369000000
Toyota,Hatchback,2017,Putih,Automatic,27500,1496,Pertamax,Complete Knock Down (CKD),5,5,197000000
Daihatsu,SUV,2018,Merah,Automatic,82500,1496,Pertamax,Complete Knock Down (CKD),7,5,177000000
